id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
284,2,,"project, change, time, system, initiative, technical, analytical",,None,Mid-Level,
285,2,,,,Bachelor,None,
288,2,c,"time, attention, responsibility, attention to detail, stakeholder",,None,None,
289,2,test,"reliability, collaboration, time, system, troubleshooting, flexibility, incident, communication",,None,None,
290,2,"python, test","communication skills, teamwork, critical, initiative, responsibility, learning, analytical",,Master,Senior,
292,2,"python, test","technical, flexibility, learning, collaboration",,None,Senior,
294,2,"python, debug","project, collaboration, teamwork, system, communication",,None,None,
296,2,"linux, python, windows","problem, planning, system, technical, troubleshooting",,None,None,
303,2,"c, windows, linux, test, debug","communication skills, learning",,None,None,
304,2,c,"communication skills, learning, collaboration, problem solving",,Bachelor,Senior,
307,2,"python, test, debug","communication skills, time, planning, problem solving, technical, learning, analytical, communication",,None,Senior,
310,2,test,"reliability, collaboration, technical, responsibility, learning, analytical, communication",,None,None,
311,2,"linux, operating system, python","system, problem solving, technical, learning, communication",,None,None,
313,2,"test, c","stakeholder, initiative, solution",,None,None,
314,2,c,teamwork,,Bachelor,None,
317,2,"python, java","planning, system, client, technical, troubleshooting",,None,None,
318,2,"linux, python","problem, reliability, collaboration, planning, system, learning",,None,None,
320,2,,"learning, attention to detail",,None,Senior,
321,2,,"collaboration, adaptability, initiative, critical, problem solving, technical, learning, analytical, communication",,None,None,
322,2,"python, linux","technical, analytical, solution, client",,None,None,
324,2,"linux, test","system, documentation",,None,None,
325,2,python,"technical, analytical thinking",,None,None,
326,2,"c, windows, linux, java, test","teamwork, planning, problem solving, technical, learning, documentation, analytical, communication",,None,Senior,
327,2,python,reliability,,None,None,
